source,target,score
GHRL,INS,0.983
GHRL,LEP,0.994
GHRL,NPY1R,0.921
GHSR,GNA11,0.943
GHSR,GNAI1,0.967
GHSR,GNAQ,0.963
GHSR,GNB1,0.911
GID4,GID8,0.996
GID4,MAEA,0.914
GID4,MKLN1,0.915
GID4,RANBP10,0.99
GID4,RANBP9,0.99
GID4,RMND5A,0.991
GID4,WDR26,0.972
GID8,MAEA,0.96
GID8,MKLN1,0.995
GID8,RANBP10,0.99
GID8,RANBP9,0.995
GID8,RMND5A,0.999
GID8,RMND5B,0.959
GID8,WDR26,0.999
GIGYF2,GRB10,0.985
GIGYF2,ZNF598,0.973
GINS1,GINS2,0.999
GINS1,GINS3,0.999
GINS1,GINS4,0.999
GINS1,MCM2,0.999
GINS1,MCM3,0.999
GINS1,MCM4,0.999
GINS1,MCM5,0.999
GINS1,MCM6,0.998
GINS1,MCM7,0.999
GINS1,MCM9,0.902
GINS1,POLE,0.989
GINS1,POLE2,0.996
GINS1,TIMELESS,0.974
GINS1,TIPIN,0.996
GINS1,WDHD1,0.996
GINS2,GINS3,0.999
GINS2,GINS4,0.999
GINS2,MCM2,0.998
GINS2,MCM3,0.999
GINS2,MCM4,0.999
GINS2,MCM5,0.999
GINS2,MCM6,0.998
GINS2,MCM7,0.999
GINS2,MCM9,0.914
GINS2,POLE,0.952
GINS2,POLE2,0.996
GINS2,TIMELESS,0.977
GINS2,TIPIN,0.976
GINS2,WDHD1,0.997
GINS3,GINS4,0.999
GINS3,MCM2,0.999
GINS3,MCM3,0.999
GINS3,MCM4,0.999
GINS3,MCM5,0.999
GINS3,MCM6,0.999
GINS3,MCM7,0.999
GINS3,MCM9,0.91
GINS3,POLE,0.978
GINS3,POLE2,0.989
GINS3,TIMELESS,0.991
GINS3,TIPIN,0.993
GINS3,WDHD1,0.998
GINS4,MCM2,0.999
GINS4,MCM3,0.999
GINS4,MCM4,0.999
GINS4,MCM5,0.999
GINS4,MCM6,0.999
GINS4,MCM7,0.999
GINS4,MCM9,0.92
GINS4,POLA1,0.942
GINS4,POLE,0.994
GINS4,POLE2,0.993
GINS4,RPA1,0.996
GINS4,RPA2,0.995
GINS4,RPA3,0.995
GINS4,TIMELESS,0.992
GINS4,TIPIN,0.999
GINS4,WDHD1,0.999
GIPC1,LRP2,0.961
GIPC1,NRP1,0.995
GIPC1,RGS19,0.999
GIPC1,SDC4,0.974
GIPR,GNAS,0.994
GIPR,GNB1,0.961
GIPR,GNG2,0.907
GIT1,GIT2,0.952
GIT1,GRK2,0.997
GIT1,GRK5,0.997
GIT1,GRK6,0.998
GIT1,PAK1,0.935
GIT1,PAK2,0.904
GIT1,PPFIA1,0.931
GIT1,PXN,0.999
GIT1,SCRIB,0.983
GIT2,GRK5,0.934
GIT2,GRK6,0.944
GIT2,PAK1,0.952
GIT2,PXN,0.999
GIT2,SRC,0.934
GJA1,GJB2,0.963
GJA1,GJB6,0.981
GJA1,MAPK1,0.943
GJA1,MAPK3,0.947
GJA1,MAPK7,0.941
GJA1,NEDD4,0.937
GJA1,PKP2,0.973
GJA1,SRC,0.998
GJA1,TJP1,0.999
GJA1,TUBA1A,0.915
GJA1,TUBA1B,0.908
GJA1,TUBA1C,0.903
GJA1,TUBA4A,0.93
GJA1,TUBB,0.943
GJA1,TUBB1,0.934
GJA1,TUBB2A,0.945
GJA1,TUBB2B,0.941
GJA1,TUBB3,0.945
GJA1,TUBB4A,0.94
GJA1,TUBB4B,0.938
GJA1,TUBB6,0.943
GJA1,TUBB8,0.935
GJB2,GJB6,0.99
GJB2,MYO15A,0.912
GJB2,NANOG,0.914
GJB2,SLC26A4,0.961
GJB3,KCNQ4,0.931
GLA,GLB1,0.984
GLA,HEXA,0.939
GLA,HEXB,0.941
GLA,MGAM,0.973
GLA,NEU1,0.931
GLB1,HEXA,0.959
GLB1,HEXB,0.962
GLB1,HK1,0.901
GLB1,NEU1,0.999
GLB1,ST3GAL1,0.919
GLB1,UGCG,0.934
GLE1,NUP107,0.942
GLE1,NUP133,0.933
GLE1,NUP153,0.924
GLE1,NUP155,0.988
GLE1,NUP214,0.998
GLE1,NUP42,0.998
GLE1,NUP54,0.924
GLE1,NUP62,0.925
GLE1,NUP88,0.945
GLE1,NUP98,0.916
GLE1,NXF1,0.933
GLE1,RAE1,0.992
GLE1,RANBP2,0.903
GLE1,SEH1L,0.912
GLG1,SELP,0.983
GLI1,GLI2,0.958
GLI1,GLI3,0.923
GLI1,KAT2B,0.932
GLI1,KIF7,0.997
GLI1,PRKACA,0.966
GLI1,PRKACB,0.954
GLI1,PTCH1,0.978
GLI1,SHH,0.979
GLI1,SMO,0.988
GLI1,SPOP,0.99
GLI1,SUFU,0.999
GLI2,GLI3,0.941
GLI2,GSK3B,0.911
GLI2,KIF7,0.997
GLI2,PRKACA,0.966
GLI2,PRKACB,0.966
GLI2,PTCH1,0.972
GLI2,RUNX2,0.958
GLI2,SHH,0.975
GLI2,SMO,0.98
GLI2,SPOP,0.991
GLI2,SUFU,0.999
GLI2,THOC1,0.96
GLI2,THOC2,0.992
GLI2,THOC3,0.986
GLI3,GSK3B,0.953
GLI3,KIF7,0.995
GLI3,PRKACA,0.963
GLI3,PRKACB,0.963
GLI3,PTCH1,0.989
GLI3,SHH,0.966
GLI3,SMO,0.975
GLI3,SPOP,0.994
GLI3,SUFU,0.999
GLIS3,SUFU,0.929
GLMN,NLRC4,0.922
GLMN,NLRP3,0.914
GLMN,RBX1,0.999
GLMN,SKP1,0.96
GLP1R,GLP2R,0.916
GLP1R,GNAQ,0.901
GLP1R,GNAS,0.995
GLP1R,GNB1,0.975
GLP1R,GNG2,0.909
GLP1R,INS,0.903
GLP1R,SCT,0.914
GLP1R,SLC5A2,0.909
GLP2R,GNB1,0.96
GLP2R,GNG2,0.907
GLRA1,GPHN,0.905
GLRB,GPHN,0.997
GLRX3,PRKCQ,0.922
GMNN,MCIDAS,0.956
GMNN,MCM6,0.951
GMNN,SPOP,0.946
GNA11,GNAQ,0.973
GNA11,GNB1,0.994
GNA11,GNG2,0.948
GNA11,GNRHR,0.922
GNA11,GRM1,0.921
GNA11,GRM5,0.907
GNA11,HTR2A,0.92
GNA11,HTR2B,0.925
GNA11,HTR2C,0.915
GNA11,KISS1R,0.913
GNA11,PLCB1,0.973
GNA11,PLCB2,0.944
GNA11,PLCB3,0.952
GNA11,PLCG1,0.936
GNA11,PLCG2,0.906
GNA11,PTH1R,0.936
GNA12,GNA13,0.992
GNA12,GNG12,0.945
GNA12,GPR55,0.983
GNA12,GRM1,0.916
GNA12,IGF1R,0.917
GNA12,LPAR1,0.995
GNA12,LPAR2,0.985
GNA12,LPAR5,0.98
GNA12,PTH1R,0.925
GNA12,PTK2B,0.952
GNA12,RHOA,0.988
GNA12,S1PR2,0.992
GNA12,S1PR3,0.993
GNA12,S1PR4,0.989
GNA12,S1PR5,0.99
GNA13,GNB1,0.991
GNA13,GNG2,0.968
GNA13,GRM1,0.907
GNA13,IGF1R,0.916
GNA13,ITGA2B,0.957
GNA13,ITGB3,0.994
GNA13,LPAR1,0.962
GNA13,LPAR2,0.935
GNA13,LPAR5,0.916
GNA13,PIK3CG,0.941
GNA13,PIK3R5,0.906
GNA13,PIK3R6,0.9
GNA13,PTH1R,0.917
GNA13,RHOA,0.991
GNA13,RIC8A,0.911
GNA13,S1PR2,0.999
GNA13,S1PR3,0.989
GNA13,S1PR4,0.924
GNA13,S1PR5,0.927
GNA13,SRC,0.958
GNA13,TBXA2R,0.985
GNA14,PLCB1,0.947
GNA14,PLCB2,0.957
GNA14,PLCB3,0.946
GNA15,PLCB1,0.947
GNA15,PLCB2,0.976
GNA15,PLCB3,0.948
GNAI1,GNAI2,0.975
GNAI1,GNAI3,0.984
GNAI1,GNAO1,0.908
GNAI1,GNB1,0.999
GNAI1,GNB2,0.979
GNAI1,GNB4,0.99
GNAI1,GNB5,0.908
GNAI1,GNG10,0.912
GNAI1,GNG2,0.998
GNAI1,GNG3,0.938
GNAI1,GNG4,0.972
GNAI1,GNG5,0.926
GNAI1,GNG7,0.973
GNAI1,GNGT1,0.984
GNAI1,GPR183,0.907
GNAI1,GPR88,0.916
GNAI1,GPSM1,0.989
GNAI1,GRM1,0.907
GNAI1,GRM2,0.99
GNAI1,GRM3,0.92
GNAI1,HCK,0.907
GNAI1,HCRTR2,0.92
GNAI1,HRAS,0.923
GNAI1,HTR1A,0.97
GNAI1,HTR1D,0.967
GNAI1,HTR1E,0.967
GNAI1,HTR4,0.91
GNAI1,IGF1R,0.937
GNAI1,KCNJ3,0.902
GNAI1,KCNJ5,0.904
GNAI1,KCNJ6,0.903
GNAI1,KRAS,0.926
GNAI1,LPAR1,0.997
GNAI1,LYN,0.909
GNAI1,MAPK1,0.931
GNAI1,MAPK3,0.953
GNAI1,MMP14,0.904
GNAI1,MTNR1A,0.976
GNAI1,MTNR1B,0.975
GNAI1,NOS3,0.906
GNAI1,NPY1R,0.992
GNAI1,NPY2R,0.92
GNAI1,NRAS,0.918
GNAI1,NTSR1,0.914
GNAI1,OPRD1,0.991
GNAI1,OPRM1,0.992
GNAI1,OXTR,0.909
GNAI1,P2RY12,0.915
GNAI1,PIK3CA,0.914
GNAI1,PIK3CB,0.942
GNAI1,PIK3CD,0.903
GNAI1,PIK3CG,0.913
GNAI1,PIK3R1,0.912
GNAI1,PIK3R2,0.902
GNAI1,PIK3R3,0.915
GNAI1,PIK3R5,0.925
GNAI1,PIK3R6,0.9
GNAI1,PLCB1,0.928
GNAI1,PLCB2,0.926
GNAI1,PLCB3,0.93
GNAI1,PNOC,0.95
GNAI1,PTGER1,0.909
GNAI1,PTGER2,0.909
GNAI1,PTGER3,0.994
GNAI1,PTGER4,0.911
GNAI1,PTH1R,0.938
GNAI1,RAPGEF4,0.908
GNAI1,RASD1,0.941
GNAI1,RGS14,0.996
GNAI1,RGS4,0.932
GNAI1,RGS9,0.935
GNAI1,RHO,0.946
GNAI1,RIC8A,0.952
GNAI1,RXFP1,0.912
GNAI1,S1PR1,0.993
GNAI1,S1PR2,0.911
GNAI1,S1PR3,0.99
GNAI1,S1PR4,0.909
GNAI1,S1PR5,0.99
GNAI1,SMO,0.969
GNAI1,SRC,0.916
GNAI1,SSTR1,0.923
GNAI1,SSTR2,0.991
GNAI1,SSTR3,0.917
GNAI1,SSTR4,0.913
GNAI1,SSTR5,0.917
GNAI2,GNAI3,0.992
GNAI2,GNB1,0.999
GNAI2,GNB2,0.982
GNAI2,GNB3,0.947
GNAI2,GNB4,0.977
GNAI2,GNB5,0.911
GNAI2,GNG10,0.94
GNAI2,GNG2,0.974
GNAI2,GNG3,0.917
GNAI2,GNG4,0.95
GNAI2,GNG5,0.928
GNAI2,GNG7,0.947
GNAI2,GPSM1,0.969
GNAI2,GPSM2,0.956
GNAI2,GRM1,0.912
GNAI2,GRM2,0.91
GNAI2,GRM3,0.903
GNAI2,HCK,0.916
GNAI2,HRAS,0.922
GNAI2,IGF1R,0.916
GNAI2,KCNJ3,0.903
GNAI2,KCNJ5,0.907
GNAI2,KCNJ6,0.903
GNAI2,KRAS,0.938
GNAI2,LPAR1,0.928
GNAI2,LYN,0.919
GNAI2,MAPK1,0.934
GNAI2,MAPK3,0.937
GNAI2,MMP14,0.906
GNAI2,NOS3,0.906
GNAI2,NPY1R,0.914
GNAI2,NRAS,0.927
GNAI2,OPRD1,0.916
GNAI2,OPRM1,0.917
GNAI2,OXTR,0.909
GNAI2,P2RY12,0.946
GNAI2,PIK3CA,0.915
GNAI2,PIK3CB,0.911
GNAI2,PIK3CD,0.91
GNAI2,PIK3CG,0.913
GNAI2,PIK3R1,0.915
GNAI2,PIK3R2,0.902
GNAI2,PIK3R3,0.902
GNAI2,PIK3R5,0.923
GNAI2,PIK3R6,0.901
GNAI2,PLCB1,0.926
GNAI2,PLCB2,0.934
GNAI2,PLCB3,0.926
GNAI2,PTGER1,0.909
GNAI2,PTGER2,0.91
GNAI2,PTGER3,0.914
GNAI2,PTGER4,0.911
GNAI2,PTH1R,0.91
GNAI2,RAPGEF4,0.906
GNAI2,RASD1,0.918
GNAI2,RGS9,0.942
GNAI2,RIC8A,0.948
GNAI2,RXFP1,0.911
GNAI2,S1PR1,0.922
GNAI2,S1PR2,0.917
GNAI2,S1PR3,0.92
GNAI2,S1PR4,0.912
GNAI2,S1PR5,0.91
GNAI2,SRC,0.92
GNAI2,SSTR1,0.913
GNAI2,SSTR2,0.937
GNAI2,SSTR3,0.913
GNAI2,SSTR5,0.915
GNAI3,GNAO1,0.904
GNAI3,GNB1,0.999
GNAI3,GNB2,0.983
GNAI3,GNB4,0.989
GNAI3,GNG10,0.946
GNAI3,GNG2,0.967
GNAI3,GNG3,0.947
GNAI3,GNG4,0.965
GNAI3,GNG5,0.946
GNAI3,GNG7,0.952
GNAI3,GPSM1,0.989
GNAI3,GPSM2,0.936
GNAI3,GRM1,0.903
GNAI3,GRM2,0.903
GNAI3,GRM3,0.903
GNAI3,GRM4,0.904
GNAI3,HCK,0.91
GNAI3,HRAS,0.924
GNAI3,IGF1R,0.91
GNAI3,KCNJ3,0.912
GNAI3,KCNJ5,0.902
GNAI3,KCNJ6,0.903
GNAI3,KRAS,0.936
GNAI3,LPAR1,0.92
GNAI3,LYN,0.913
GNAI3,MAPK1,0.934
GNAI3,MAPK3,0.929
GNAI3,MMP14,0.903
GNAI3,NOS3,0.906
GNAI3,NPY1R,0.917
GNAI3,NRAS,0.927
GNAI3,OPRD1,0.911
GNAI3,OPRM1,0.911
GNAI3,OXTR,0.91
GNAI3,P2RY12,0.905
GNAI3,PIK3CA,0.923
GNAI3,PIK3CB,0.915
GNAI3,PIK3CD,0.903
GNAI3,PIK3CG,0.913
GNAI3,PIK3R1,0.91
GNAI3,PIK3R2,0.9
GNAI3,PIK3R3,0.915
GNAI3,PIK3R5,0.916
GNAI3,PIK3R6,0.9
GNAI3,PLCB1,0.929
GNAI3,PLCB2,0.925
GNAI3,PLCB3,0.935
GNAI3,PTGER1,0.909
GNAI3,PTGER2,0.909
GNAI3,PTGER3,0.915
GNAI3,PTGER4,0.914
GNAI3,PTH1R,0.91
GNAI3,RAPGEF4,0.905
GNAI3,RASD1,0.927
GNAI3,RGS14,0.947
GNAI3,RGS19,0.947
GNAI3,RGS2,0.976
GNAI3,RGS9,0.935
GNAI3,RIC8A,0.975
GNAI3,RXFP1,0.912
GNAI3,S1PR1,0.963
GNAI3,S1PR2,0.909
GNAI3,S1PR3,0.912
GNAI3,S1PR4,0.909
GNAI3,S1PR5,0.91
GNAI3,SRC,0.911
GNAI3,SSTR1,0.913
GNAI3,SSTR2,0.991
GNAI3,SSTR3,0.913
GNAI3,SSTR5,0.913
GNAO1,GNB1,0.996
GNAO1,GNB3,0.92
GNAO1,GNB4,0.947
GNAO1,GNB5,0.935
GNAO1,GNG2,0.98
GNAO1,GNG3,0.925
GNAO1,RGS4,0.989
GNAO1,RGS7,0.981
GNAO1,RIC8A,0.946
GNAQ,GNB1,0.997
GNAQ,GNB5,0.917
GNAQ,GNG2,0.972
GNAQ,GNRHR,0.983
GNAQ,GRK2,0.999
GNAQ,GRM1,0.998
GNAQ,GRM5,0.999
GNAQ,HRAS,0.967
GNAQ,HRH1,0.999
GNAQ,HTR2A,0.99
GNAQ,HTR2B,0.995
GNAQ,HTR2C,0.995
GNAQ,KCNJ12,0.909
GNAQ,KISS1R,0.98
GNAQ,KRAS,0.96
GNAQ,LPAR1,0.997
GNAQ,LPAR2,0.994
GNAQ,LPAR3,0.978
GNAQ,LPAR5,0.991
GNAQ,MTNR1B,0.917
GNAQ,NRAS,0.974
GNAQ,OXTR,0.995
GNAQ,P2RY1,0.955
GNAQ,P2RY2,0.985
GNAQ,PIK3CA,0.901
GNAQ,PLA2G4A,0.919
GNAQ,PLCB1,0.999
GNAQ,PLCB2,0.994
GNAQ,PLCB3,0.999
GNAQ,PLCG1,0.933
GNAQ,PLCG2,0.927
GNAQ,PTGER1,0.968
GNAQ,PTGER3,0.919
GNAQ,PTH1R,0.946
GNAQ,RGS19,0.937
GNAQ,RGS2,0.988
GNAQ,RGS4,0.992
GNAQ,RHOA,0.973
GNAQ,RIC8A,0.975
GNAQ,S1PR2,0.998
GNAQ,S1PR3,0.999
GNAQ,SUCLG2,0.978
GNAQ,TBXA2R,0.995
GNAQ,TSHR,0.964
GNAS,GNB1,0.999
GNAS,GNB2,0.986
GNAS,GNB3,0.982
GNAS,GNB4,0.992
GNAS,GNB5,0.959
GNAS,GNG10,0.965
GNAS,GNG11,0.95
GNAS,GNG12,0.95
GNAS,GNG13,0.971
GNAS,GNG2,0.997
GNAS,GNG3,0.967
GNAS,GNG4,0.98
GNAS,GNG5,0.978
GNAS,GNG7,0.964
GNAS,GNG8,0.951
GNAS,GNGT1,0.971
GNAS,GNGT2,0.949
GNAS,GNRHR,0.931
GNAS,GPER1,0.919
GNAS,GRM1,0.905
GNAS,HCRTR2,0.914
GNAS,HRH2,0.951
GNAS,HTR2A,0.932
GNAS,HTR2B,0.928
GNAS,HTR2C,0.972
GNAS,HTR6,0.992
GNAS,HTR7,0.995
GNAS,IGF1R,0.927
GNAS,LHCGR,0.955
GNAS,LPAR1,0.94
GNAS,LPAR2,0.917
GNAS,LPAR3,0.952
GNAS,LPAR5,0.921
GNAS,MC1R,0.929
GNAS,MC2R,0.935
GNAS,MC4R,0.938
GNAS,NPR1,0.92
GNAS,OPRM1,0.92
GNAS,OXTR,0.992
GNAS,P2RY1,0.904
GNAS,PLA2G4A,0.908
GNAS,PRKAR1A,0.916
GNAS,PTGER1,0.919
GNAS,PTGER2,0.986
GNAS,PTGER3,0.939
GNAS,PTGER4,0.986
GNAS,PTGIR,0.991
GNAS,PTH,0.975
GNAS,PTH1R,0.997
GNAS,PTH2R,0.964
GNAS,PTHLH,0.928
GNAS,RAMP1,0.98
GNAS,RAMP2,0.99
GNAS,RAMP3,0.979
GNAS,RXFP1,0.913
GNAS,SCT,0.928
GNAS,SCTR,0.993
GNAS,SRC,0.942
GNAS,SSTR2,0.923
GNAS,TACR1,0.905
GNAS,TRHR,0.92
GNAS,TSHR,0.997
GNAS,VIPR1,0.975
GNAS,VIPR2,0.994
GNAT1,GNB1,0.992
GNAT1,GNB2,0.931
GNAT1,GNB4,0.923
GNAT1,GNGT1,0.973
GNAT1,PDE6A,0.98
GNAT1,PDE6B,0.99
GNAT1,PDE6G,0.997
GNAT1,RGS9,0.976
GNAT1,RHO,0.999
GNAZ,GRM1,0.905
GNAZ,IGF1R,0.91
GNAZ,RGS19,0.901
GNAZ,RGS20,0.952
GNB1,GNB2,0.939
GNB1,GNB3,0.9
GNB1,GNG10,0.999
GNB1,GNG11,0.998
GNB1,GNG12,0.999
GNB1,GNG13,0.999
GNB1,GNG2,0.999
GNB1,GNG3,0.999
GNB1,GNG4,0.999
GNB1,GNG5,0.999
GNB1,GNG7,0.999
GNB1,GNG8,0.998
GNB1,GNGT1,0.999
GNB1,GNGT2,0.999
GNB1,GPR88,0.918
GNB1,GRK2,0.99
GNB1,HCRTR2,0.927
GNB1,HRH1,0.903
GNB1,HTR1A,0.973
GNB1,HTR1B,0.979
GNB1,HTR1D,0.973
GNB1,HTR1E,0.98
GNB1,HTR2C,0.953
GNB1,HTR4,0.926
GNB1,HTR7,0.992
GNB1,KCNJ3,0.916
GNB1,KCTD12,0.903
GNB1,LHCGR,0.901
GNB1,LPAR1,0.937
GNB1,MC1R,0.909
GNB1,MC2R,0.909
GNB1,MTNR1A,0.98
GNB1,MTNR1B,0.984
GNB1,NMUR2,0.955
GNB1,NTSR1,0.914
GNB1,OPRM1,0.938
GNB1,PDC,0.965
GNB1,PDCL,0.999
GNB1,PDE6A,0.945
GNB1,PDE6B,0.938
GNB1,PDE6G,0.945
GNB1,PIK3R5,0.917
GNB1,PLCB2,0.921
GNB1,PNOC,0.941
GNB1,PTGER3,0.969
GNB1,PTH1R,0.922
GNB1,PTH2R,0.925
GNB1,RGS9,0.937
GNB1,RHO,0.992
GNB1,S1PR1,0.92
GNB1,S1PR2,0.91
GNB1,S1PR3,0.909
GNB1,SCTR,0.959
GNB1,SMO,0.951
GNB1,SSTR2,0.91
GNB1,TACR1,0.907
GNB1,TRHR,0.909
GNB1,TSHR,0.901
GNB1,UCN,0.941
GNB1,VIPR1,0.959
GNB1,VIPR2,0.96
GNB2,GNG10,0.998
GNB2,GNG12,0.998
GNB2,GNG2,0.999
GNB2,GNG3,0.999
GNB2,GNG4,0.999
GNB2,GNG5,0.999
GNB2,GNG7,0.999
GNB2,GNG8,0.998
GNB2,GNGT1,0.998
GNB2,GNGT2,0.999
GNB2,HTR7,0.926
GNB2,MTNR1B,0.938
GNB2,PDCL,0.997
GNB3,GNG10,0.998
GNB3,GNG11,0.998
GNB3,GNG12,0.998
GNB3,GNG13,0.999
GNB3,GNG2,0.999
GNB3,GNG3,0.998
GNB3,GNG4,0.999
GNB3,GNG5,0.998
GNB3,GNG7,0.999
GNB3,GNGT1,0.999
GNB3,GNGT2,0.999
GNB3,HTR7,0.932
GNB3,MTNR1B,0.924
GNB3,PDCL,0.997
GNB3,PDE1A,0.919
GNB3,PDE1B,0.915
GNB3,PDE1C,0.922
GNB3,PLCB1,0.947
GNB3,PLCB2,0.979
GNB3,PLCB3,0.949
GNB3,TAS1R1,0.915
GNB3,TAS1R2,0.909
GNB3,TAS1R3,0.922
GNB4,GNG10,0.999
GNB4,GNG11,0.999
GNB4,GNG12,0.999
GNB4,GNG13,0.999
GNB4,GNG2,0.999
GNB4,GNG3,0.998
GNB4,GNG4,0.999
GNB4,GNG5,0.999
GNB4,GNG7,0.999
GNB4,GNG8,0.998
GNB4,GNGT1,0.999
GNB4,GNGT2,0.999
GNB4,HTR7,0.932
GNB4,MTNR1B,0.938
GNB4,PDCL,0.997
GNB4,PLCB2,0.94
GNB5,GNG2,0.999
GNB5,GNG3,0.998
GNB5,GNG4,0.999
GNB5,GNG5,0.998
GNB5,GNG7,0.999
GNB5,GPR158,0.932
GNB5,HTR7,0.926
GNB5,MNAT1,0.9
GNB5,MTNR1B,0.921
GNB5,PCNA,0.904
GNB5,PDCL,0.998
GNB5,RGS11,0.999
GNB5,RGS17,0.947
GNB5,RGS19,0.944
GNB5,RGS20,0.947
GNB5,RGS4,0.949
GNB5,RGS6,0.999
GNB5,RGS7,0.999
GNB5,RGS7BP,0.995
GNB5,RGS9,0.999
GNB5,RGS9BP,0.999
GNG10,GNG11,0.991
GNG10,HTR7,0.92
GNG10,MTNR1B,0.908
GNG11,GNG4,0.986
GNG11,HTR7,0.918
GNG11,MTNR1B,0.908
GNG12,HTR7,0.913
GNG12,MTNR1B,0.909
GNG12,PAK1,0.9
GNG12,PAK2,0.9
GNG12,PAK4,0.9
GNG12,PAK6,0.9
GNG13,GNG3,0.946
GNG13,GNG7,0.946
GNG13,HTR7,0.914
GNG13,MTNR1B,0.908
GNG13,PDE1A,0.911
GNG13,PDE1B,0.908
GNG13,PDE1C,0.901
GNG13,PLCB1,0.906
GNG13,PLCB2,0.966
GNG13,PLCB3,0.902
GNG13,TAS1R1,0.923
GNG13,TAS1R2,0.923
GNG13,TAS1R3,0.926
GNG2,GRK2,0.929
GNG2,GRM2,0.936
GNG2,HTR1A,0.938
GNG2,HTR1B,0.975
GNG2,HTR1D,0.938
GNG2,HTR1E,0.94
GNG2,HTR2C,0.941
GNG2,HTR7,0.983
GNG2,LPAR1,0.944
GNG2,MTNR1A,0.94
GNG2,MTNR1B,0.913
GNG2,NMUR2,0.904
GNG2,NTSR1,0.929
GNG2,OPRM1,0.935
GNG2,PIK3R5,0.931
GNG2,PLCB2,0.916
GNG2,PTGER3,0.934
GNG2,RHO,0.908
GNG2,SCTR,0.907
GNG2,SMO,0.922
GNG2,UCN,0.941
GNG2,VIPR1,0.907
GNG2,VIPR2,0.907
GNG3,HTR7,0.913
GNG3,MTNR1B,0.909
GNG4,GNGT1,0.93
GNG4,GNGT2,0.94
GNG4,HTR7,0.919
GNG4,MTNR1B,0.913
GNG4,PLCB2,0.908
GNG5,HTR7,0.918
GNG5,MTNR1B,0.908
GNG7,HTR7,0.912
GNG7,MTNR1B,0.909
GNG8,HTR7,0.912
GNG8,MTNR1B,0.908
GNGT1,HTR7,0.917
GNGT1,MTNR1B,0.908
GNGT1,PDC,0.975
GNGT1,PDCL,0.913
GNGT1,PDE6A,0.974
GNGT1,PDE6B,0.947
GNGT1,PDE6G,0.96
GNGT1,RGS9,0.936
GNGT1,RHO,0.98
GNGT2,HTR7,0.914
GNGT2,MTNR1B,0.91
GNL1,NMD3,0.947
GNL2,GNL3,0.997
GNL2,GTPBP4,0.999
GNL2,MDN1,0.962
GNL2,MRTO4,0.995
GNL2,MTREX,0.923
GNL2,NIFK,0.992
GNL2,NMD3,0.99
GNL2,NOP2,0.945
GNL2,NPM1,0.904
GNL2,PA2G4,0.993
GNL2,PES1,0.995
GNL2,PWP1,0.93
GNL2,RBM28,0.95
GNL2,RPF2,0.999
GNL2,RPL11,0.967
GNL2,RPL13,0.908
GNL2,RPL13A,0.905
GNL2,RPL14,0.932
GNL2,RPL15,0.92
GNL2,RPL17,0.93
GNL2,RPL18,0.936
GNL2,RPL18A,0.918
GNL2,RPL19,0.915
GNL2,RPL21,0.91
GNL2,RPL22,0.909
GNL2,RPL23,0.92
GNL2,RPL23A,0.987
GNL2,RPL26,0.929
GNL2,RPL27,0.912
GNL2,RPL27A,0.957
GNL2,RPL29,0.901
GNL2,RPL3,0.979
GNL2,RPL30,0.945
GNL2,RPL31,0.951
GNL2,RPL32,0.923
GNL2,RPL34,0.906
GNL2,RPL35,0.982
GNL2,RPL35A,0.902
GNL2,RPL36,0.913
GNL2,RPL37,0.912
GNL2,RPL37A,0.99
GNL2,RPL38,0.934
GNL2,RPL39,0.926
GNL2,RPL4,0.946
GNL2,RPL5,0.989
GNL2,RPL6,0.91
GNL2,RPL7,0.972
GNL2,RPL7A,0.961
GNL2,RPL8,0.959
GNL2,RPL9,0.906
GNL2,RRS1,0.99
GNL2,RSL1D1,0.994
GNL2,RSL24D1,0.999
GNL2,TEX10,0.969
GNL2,WDR12,0.969
GNL2,WDR18,0.992
GNL3,GTPBP4,0.992
GNL3,MDM2,0.979
GNL3,MRTO4,0.981
GNL3,NIFK,0.996
GNL3,NMD3,0.914
GNL3,NOP2,0.966
GNL3,NOP56,0.964
GNL3,NOP58,0.946
GNL3,PA2G4,0.963
GNL3,PES1,0.997
GNL3,RPF2,0.981
GNL3,RPL5,0.903
GNL3,RRS1,0.95
GNL3,RSL1D1,0.991
GNL3,RSL24D1,0.97
GNL3,TP53,0.976
GNL3,WDR12,0.988
GNL3,WDR43,0.925
GNPAT,PEX5,0.904
GNRHR,KISS1R,0.975
GOLGA2,GOLGA3,0.943
GOLGA2,GORASP1,0.999
GOLGA2,GORASP2,0.994
GOLGA2,LMAN1,0.917
GOLGA2,RAB1A,0.947
GOLGA2,RAB2A,0.911
GOLGA2,STX5,0.943
GOLGA2,USO1,0.997
GOLGA3,GOLGA7,0.939
GOLGA7,NRAS,0.932
GOLGA7,ORMDL3,0.904
GOLGA7,SPTLC1,0.904
GOLGA7,SPTLC2,0.9
GOLGA7,SPTLC3,0.9
GOLGA7,SPTSSA,0.9
GOLGA7,SPTSSB,0.9
GOLGA7,ZDHHC5,0.996
GOLGA7,ZDHHC9,0.999
GOLGA7,ZFP36L2,0.918
GOLGA7B,ZDHHC5,0.912
GOPC,ROS1,0.907
GOPC,STX6,0.97
GORASP1,PLK1,0.942
GORASP1,USO1,0.99
GORASP2,RAB2A,0.986
GOSR1,GOSR2,0.999
GOSR1,NAPA,0.937
GOSR1,SCFD1,0.999
GOSR1,SEC22B,0.998
GOSR1,STX12,0.974
GOSR1,STX3,0.926
